idArticle;refERP;description;length;width;heigth;weigth;category;unityOfMeasure;rateOfConversion;grossPrice;buyPrice
104;072010600;wedi Fundo Top, scarico centrale (Fundo Primo 073735170);900;900;0;0;TR;pc;1;299;80.98
105;072010603;wedi Fundo Top, scarico centrale (Fundo Primo 073735171);1200;1200;0;0;TR;pc;1;359;91.06
106;072010601;wedi Fundo Top, scarico centrale (Fundo Primo 073735174);1200;900;0;0;TR;pc;1;319;87.36
107;072010602;wedi Fundo Top, scarico decentrato (Fundo Primo 073736174);1200;900;0;0;TR;pc;1;319;87.36
108;072010604;wedi Fundo Top, scarico decentrato (Fundo Primo 073735150);1400;900;0;0;TR;pc;1;399;89.38
109;072010605;wedi Fundo Top, scarico decentrato (Fundo Primo 073735152);1600;1000;0;0;TR;pc;1;419;94.08
110;072010606;wedi Fundo Top, scarico decentrato (Fundo Primo 073735180);1800;900;0;0;TR;pc;1;429;99.12
111;072031010;wedi Fundo Top scarico centrale (Fundo Plano 073735625);900;900;6;0;TR;pc;1;299;80.98
112;072031011;wedi Fundo Top scarico centrale, (Fundo Plano 073735630, 073735631);1200;900;6;0;TR;pc;1;319;87.36
113;072031000;wedi Fundo Top scarico decentrato, (Fundo Plano 073735621);1600;900;6;0;TR;pc;1;419;94.08
114;072040100;Fundo TOP zoccolino per posa in appoggio, omogeneo bianco;1880;200;6;0;TR;pc;1;129;38.09
115;072040500;Fundo TOP zoccolino per posa in appoggio, grigio;1880;200;6;0;TR;pc;1;129;38.09
116;072040600;Fundo TOP zoccolino per posa in appoggio, antracite;1880;200;6;0;TR;pc;1;129;38.09
117;072060000;Fundo TOP Slim-Kit;900;900;0;0;TR;pc;1;879.56;252.92
118;072060002;Fundo TOP Slim-Kit;1200;1200;0;0;TR;pc;1;1034.96;291.26
119;072060001;Fundo TOP Slim-Kit;1200;900;0;0;TR;pc;1;983.16;284.73
120;072060003;Fundo TOP Slim-Kit;1400;900;0;0;TR;pc;1;1242.16;354.3
121;072060004;Fundo TOP Slim-Kit;1600;1000;0;0;TR;pc;1;1325.04;382.28
122;072060005;Fundo TOP Slim-Kit;1800;900;0;0;TR;pc;1;1335.4;382.28
123;075100031;Riolito neo, griglia lineare (griglia da 300mm);900;900;50;0;T;pc;1;575.2;162.82
124;075100003;Riolito neo, griglia lineare (griglia da 800 mm);900;900;50;0;T;pc;1;597.26;169.07
125;075100032;Riolito neo, griglia lineare (griglia da 800 mm);1000;1000;50;0;T;pc;1;765.31;216.64
126;075100010;Riolito neo, griglia lineare (griglia da 1100 mm);1200;1200;50;0;T;pc;1;859.44;243.28
127;073737307;Fundo Rioilito, griglia lineare, canalina con contropendenza (griglia da 300mm);900;900;50;0;T;pc;1;575.2;162.82
128;073737303;Fundo Rioilito, griglia lineare, canalina con contropendenza (griglia da 800mm);900;900;50;0;T;pc;1;597.26;169.07
129;073737308;Fundo Rioilito, griglia lineare, canalina con contropendenza (griglia da 800mm);1000;1000;50;0;T;pc;1;765.31;216.64
130;073737304;Fundo Rioilito, griglia lineare, canalina con contropendenza (griglia da 1100mm);1200;1200;50;0;T;pc;1;859.44;281.56
131;073737312;Fundo Riofino, griglia lineare, scarico centrale  (griglia da 300 mm);900;900;50;0;T;pc;1;444.03;125.7
132;073737311;Fundo Riofino, griglia lineare, scarico centrale (griglia da 300 mm);1000;1000;50;0;T;pc;1;474.12;134.22
133;073737313;Fundo Riofino, griglia lineare, scarico centrale  (griglia da 300 mm);1200;1200;50;0;T;pc;1;489.14;138.46
134;075100001;Riolito neo, griglia lineare, rettangolare (griglia da 700 mm);1200;800;50;0;T;pc;1;691.63;195.8
135;075100004;Riolito neo, griglia lineare, rettangolare (griglia da 800 mm);1200;900;50;0;T;pc;1;765.31;216.64
136;075100008;Riolito neo, griglia lineare, rettangolare (griglia da 900 mm);1200;1000;50;0;T;pc;1;788.52;223.39
137;075100033;Riolito neo, griglia lineare, rettangolare (griglia da 700 mm);1400;900;50;0;T;pc;1;800.12;226.49
138;075100034;Riolito neo, griglia lineare, rettangolare (griglia da 800 mm);1600;1000;50;0;T;pc;1;816.95;231.25
139;075100005;Riolito neo, griglia lineare, rettangolare (griglia da 800 mm);1800;900;60;0;T;pc;1;826.34;233.91
140;073737314;Fundo Riofino, griglia lineare, scarico centrale  (griglia da 300 mm);1200;900;50;0;T;pc;1;471.1;133.35
141;073737315;Fundo Riofino, griglia lineare, scarico centrale  (griglia da 300 mm);1800;900;50;0;T;pc;1;562.51;159.23
142;073737301;Fundo Rioilito, griglia lineare, canalina con contropendenza (griglia da 700mm);1200;800;50;0;T;pc;1;691.63;195.8
143;073737305;Fundo Rioilito, griglia lineare, canalina con contropendenza (griglia da 800mm);1200;900;50;0;T;pc;1;765.31;216.64
144;073737302;Fundo Rioilito, griglia lineare, canalina con contropendenza (griglia da 900mm);1200;1000;50;0;T;pc;1;788.52;223.39
145;073737309;Fundo Rioilito, griglia lineare, canalina con contropendenza (griglia da 700mm);1400;900;50;0;T;pc;1;800.12;226.49
146;073737310;Fundo Rioilito, griglia lineare, canalina con contropendenza (griglia da 800mm);1600;1000;50;0;T;pc;1;816.95;231.25
147;073737306;Fundo Rioilito, griglia lineare, canalina con contropendenza (griglia da 800mm);1800;900;60;0;T;pc;1;826.34;233.91
148;073736608;Fundo Plano Linea (griglia da 300 mm);900;900;70;0;T;pc;1;777.28;234.33
149;073736603;Fundo Plano Linea (griglia da 800 mm);900;900;70;0;T;pc;1;799.35;241.18
150;073736600;Fundo Plano Linea (griglia da 700 mm);1200;800;70;0;T;pc;1;918.51;277.14
151;073736601;Fundo Plano Linea (griglia da 800 mm);1200;900;70;0;T;pc;1;999.66;301.61
152;073736607;Fundo Plano Linea (griglia da 300 mm);1200;900;70;0;T;pc;1;978.09;295.11
153;073736602;Fundo Plano Linea (griglia da 900 mm);1200;1000;70;0;T;pc;1;1080.59;326.05
154;073737003;Pannello inclinato Riolito ;600;1200;50;0;T;pc;1;78.89;29.26
155;073738205;Fundo Discreto elemento per finto scarico a parete 300mm;300;0;0;0;T;pc;1;388.5;170.1
156;073738206;Fundo Discreto elemento per finto scarico a parete 700mm;700;0;0;0;T;pc;1;490.03;214.55
157;073738207;Fundo Discreto elemento per finto scarico a parete 800mm;800;0;0;0;T;pc;1;502.46;220
158;073738208;Fundo Discreto elemento per finto scarico a parete 900mm;900;0;0;0;T;pc;1;516.96;226.35
159;073738209;Fundo Discreto elemento per finto scarico a parete 1100mm;1100;0;0;0;T;pc;1;533.54;233.6
160;073743010;Sistema per sottostrutture per piatti con scarico lineare o puntuale;900;900;0;0;TA;pc;1;69;20.66
161;073743011;Sistema per sottostrutture per piatti con scarico lineare o puntuale;1200;1200;0;0;TA;pc;1;99;24.17
162;073743012;Sistema per sottostrutture per piatti con scarico lineare o puntuale;1500;1500;0;0;TA;pc;1;129;27.67
163;077500003;Scarico Riolito neo, orizzontale minimax, DN 40 ;0;0;0;0;TS;pc;1;55.76;16.42
164;077500001;Scarico Riolito neo, orizzontale, DN 50  ;0;0;0;0;TS;pc;1;55.76;16.42
165;077500002;Scarico Riolito neo, verticale, DN 50  ;0;0;0;0;TS;pc;1;55.76;16.42
166;073749011;Scarico Riolito neo, verticale, DN50, con tagliafuoco;0;0;0;0;TS;pc;1;286.32;81.81
167;676800010;Griglia Riolito neo Standard acciaio ino1,5 mm, spazzolato ;300;0;0;0;TG;pc;1;53.58;15.5
168;676800009;Griglia Riolito neo Standard acciaio ino1,5 mm, spazzolato ;700;0;0;0;TG;pc;1;64.8;18.73
169;676800008;Griglia Riolito neo Standard acciaio ino1,5 mm, spazzolato ;800;0;0;0;TG;pc;1;68.47;19.8
170;676800007;Griglia Riolito neo Standard acciaio ino1,5 mm, spazzolato ;900;0;0;0;TG;pc;1;73.22;21.17
171;676800006;Griglia Riolito neo Standard acciaio ino1,5 mm, spazzolato ;1100;0;0;0;TG;pc;1;81.82;23.65
172;676800001;Griglia Riolito neo Exklusiv acciaio ino3 mm, spazzolato;300;0;0;0;TG;pc;1;106.99;30.93
173;676800002;Griglia Riolito neo Exklusiv acciaio ino3 mm, spazzolato ;700;0;0;0;TG;pc;1;136.29;39.4
174;676800003;Griglia Riolito neo Exklusiv acciaio ino3 mm, spazzolato;800;0;0;0;TG;pc;1;143.49;41.48
175;676800004;Griglia Riolito neo Exklusiv acciaio ino3 mm, spazzolato;900;0;0;0;TG;pc;1;154.6;44.7
176;676800005;Griglia Riolito neo Exklusiv acciaio ino3 mm, spazzolato ;1100;0;0;0;TG;pc;1;170.65;49.32
177;676800011;Griglia Riolito neo piastrellabile, acciaio ino;300;0;0;0;TG;pc;1;136.61;39.49
178;676800012;Griglia Riolito neo piastrellabile, acciaio ino;700;0;0;0;TG;pc;1;140.27;40.56
179;676800013;Griglia Riolito neo piastrellabile, acciaio ino;800;0;0;0;TG;pc;1;151.45;43.79
180;676800014;Griglia Riolito neo piastrellabile, acciaio ino;900;0;0;0;TG;pc;1;160.16;46.3
181;676800015;Griglia Riolito neo piastrellabile, acciaio ino;1100;0;0;0;TG;pc;1;176.68;51.07
182;676800060;Telaio in acciaio per griglia Riolito neo;300;0;0;0;TG;pc;1;94.28;30.04
183;676800061;Telaio in acciaio per griglia Riolito neo;700;0;0;0;TG;pc;1;98.42;31.37
184;676800062;Telaio in acciaio per griglia Riolito neo;800;0;0;0;TG;pc;1;99.97;31.85
185;676800063;Telaio in acciaio per griglia Riolito neo;900;0;0;0;TG;pc;1;105.67;33.68
186;676800064;Telaio in acciaio per griglia Riolito neo;1100;0;0;0;TG;pc;1;107.74;34.33
187;676900025;Set composto da Griglia standard e Telaio in acciaio per Riolito neo;300;0;0;0;TG;pc;1;145.04;46.22
188;676900026;Set composto da Griglia standard e Telaio in acciaio per Riolito neo;700;0;0;0;TG;pc;1;160.58;51.17
189;676900027;Set composto da Griglia standard e Telaio in acciaio per Riolito neo;800;0;0;0;TG;pc;1;165.76;52.82
190;676900028;Set composto da Griglia standard e Telaio in acciaio per Riolito neo;900;0;0;0;TG;pc;1;176.12;56.12
191;676900029;Set composto da Griglia standard e Telaio in acciaio per Riolito neo;1100;0;0;0;TG;pc;1;186.48;59.42
192;072020100;wedi Fundo Top,  rettangolare (Fundo Riolito neo 075100004);1200;900;6;0;TR;pc;1;319;87.36
193;072020101;wedi Fundo Top (Fundo Riolito neo 075100034);1600;1000;6;0;TR;pc;1;419;94.08
194;072020102;wedi Fundo Top (Fundo Riolito neo 075100005);1800;900;6;0;TR;pc;1;429;99.12
195;072020500;wedi Fundo Top,  (Fundo Riolito neo 075100004);1200;900;6;0;TR;pc;1;319;87.36
196;072020501;wedi Fundo Top, (Fundo Riolito neo 075100034);1600;1000;6;0;TR;pc;1;419;94.08
197;072020502;wedi Fundo Top, (Fundo Riolito neo 075100005);1800;900;6;0;TR;pc;1;429;99.12
198;072020600;wedi Fundo Top,  (Fundo Riolito neo 075100004);1200;900;6;0;TR;pc;1;319;87.36
199;072020601;wedi Fundo Top, (Fundo Riolito neo 075100034);1600;1000;6;0;TR;pc;1;419;94.08
200;072020602;wedi Fundo Top, (Fundo Riolito neo 075100005);1800;900;6;0;TR;pc;1;429;99.12
201;072000100;wedi Fundo Top, bianco omogeneo 800 mm;800;50;50;0;TR;pc;1;179;52.58
202;072000500;wedi Fundo Top, composito vinile/minerale grigio 800 mm;800;50;50;0;TR;pc;1;179;52.58
203;072000600;wedi Fundo Top, composito vinile/minerale carbon nero 800 mm;800;50;50;0;TR;pc;1;179;52.58
204;010007000;Striscia laterale piatti doccia scarico lineare o puntuale ;1600;50;40;0;TR;pc;1;45.58;15.37
205;010007001;Striscia laterale piatti doccia scarico lineare o puntuale ;1600;50;40;0;TR;pc;1;48.69;16.42
206;010007002;Striscia laterale piatti doccia scarico lineare o puntuale ;1600;50;40;0;TR;pc;1;50.76;17.12
207;107100008;Profilo pavimento Sacciao INOV2A, per piastrella 8mm;1200;30;8;0;TP;pc;1;71.45;23.26
208;107100010;Profilo pavimento Sacciao INOV2A, per piastrella 10mm;1200;30;10;0;TP;pc;1;72.19;23.49
209;107100011;Profilo pavimento Sacciao INOV2A, per piastrella 11mm;1200;30;11;0;TP;pc;1;72.44;23.58
210;107100012;Profilo pavimento Sacciao INOV2A, per piastrella 12,5mm;1200;30;12.5;0;TP;pc;1;72.79;23.69
211;108120008;Profilo pavimento Sacciao INOV2A, per piastrella 8mm;1600;30;8;0;TP;pc;1;74.47;24.72
212;108120010;Profilo pavimento Sacciao INOV2A, per piastrella 10mm;1600;30;10;0;TP;pc;1;75.17;24.96
213;108120011;Profilo pavimento Sacciao INOV2A, per piastrella 11mm;1600;30;11;0;TP;pc;1;75.56;25.09
214;108120012;Profilo pavimento Sacciao INOV2A, per piastrella 12,5mm;1600;30;12.5;0;TP;pc;1;75.78;25.15
215;108140008;Profilo pavimento Sacciao INOV2A, per piastrella 8mm;1800;30;8;0;TP;pc;1;85.02;28.22
216;108140010;Profilo pavimento Sacciao INOV2A, per piastrella 10mm;1800;30;10;0;TP;pc;1;85.74;28.47
217;108140011;Profilo pavimento Sacciao INOV2A, per piastrella 11mm;1800;30;11;0;TP;pc;1;86.01;28.56
218;108140012;Profilo pavimento Sacciao INOV2A, per piastrella 12,5mm;1800;30;12.5;0;TP;pc;1;86.45;28.69
219;107110008;Profilo pavimento Dacciao INOV2A, per piastrella 8mm;1200;30;8;0;TP;pc;1;71.45;23.26
220;107110010;Profilo pavimento Dacciao INOV2A, per piastrella 10mm;1200;30;10;0;TP;pc;1;72.19;23.49
221;107110011;Profilo pavimento Dacciao INOV2A, per piastrella 11mm;1200;30;11;0;TP;pc;1;72.44;23.58
222;107110012;Profilo pavimento Dacciao INOV2A, per piastrella 12,5mm;1200;30;12.5;0;TP;pc;1;72.79;23.69
223;108130008;Profilo pavimento Dacciao INOV2A, per piastrella 8mm;1600;30;8;0;TP;pc;1;74.47;24.72
224;108130010;Profilo pavimento Dacciao INOV2A, per piastrella 10mm;1600;30;10;0;TP;pc;1;75.17;24.96
225;108130011;Profilo pavimento Dacciao INOV2A, per piastrella 11mm;1600;30;11;0;TP;pc;1;75.56;25.09
226;108130012;Profilo pavimento Dacciao INOV2A, per piastrella 12,5mm;1600;30;12.5;0;TP;pc;1;75.78;25.15
227;108150008;Profilo pavimento Dacciao INOV2A, per piastrella 8mm;1800;30;8;0;TP;pc;1;85.02;28.22
228;108150010;Profilo pavimento Dacciao INOV2A, per piastrella 10mm;1800;30;10;0;TP;pc;1;85.74;28.47
229;108150011;Profilo pavimento Dacciao INOV2A, per piastrella 11mm;1800;30;11;0;TP;pc;1;86.01;28.56
230;108150012;Profilo pavimento Dacciao INOV2A, per piastrella 12,5mm;1800;30;12.5;0;TP;pc;1;86.45;28.69
231;107200008;Profilo parete Sacciao INOV2A, per piastrella 8mm;1200;30;8;0;TP;pc;1;64.47;20.97
232;107200010;Profilo parete Sacciao INOV2A, per piastrella 10mm;1200;30;10;0;TP;pc;1;65.16;21.21
233;107200011;Profilo parete Sacciao INOV2A, per piastrella 11mm;1200;30;11;0;TP;pc;1;65.36;21.28
234;107200012;Profilo parete Sacciao INOV2A, per piastrella 12,5mm;1200;30;12.5;0;TP;pc;1;65.73;21.39
235;108220008;Profilo parete Sacciao INOV2A, per piastrella 8mm;1600;30;8;0;TP;pc;1;67.61;22.44
236;108220010;Profilo parete Sacciao INOV2A, per piastrella 10mm;1600;30;10;0;TP;pc;1;68.29;22.68
237;108220011;Profilo parete Sacciao INOV2A, per piastrella 11mm;1600;30;11;0;TP;pc;1;68.46;22.73
238;108220012;Profilo parete Sacciao INOV2A, per piastrella 12,5mm;1600;30;12.5;0;TP;pc;1;68.85;22.86
239;108240008;Profilo parete Sacciao INOV2A, per piastrella 8mm;1800;30;8;0;TP;pc;1;76.57;25.41
240;108240010;Profilo parete Sacciao INOV2A, per piastrella 10mm;1800;30;10;0;TP;pc;1;77.35;25.69
241;108240011;Profilo parete Sacciao INOV2A, per piastrella 11mm;1800;30;11;0;TP;pc;1;77.63;25.78
242;108240012;Profilo parete Sacciao INOV2A, per piastrella 12,5mm;1800;30;12.5;0;TP;pc;1;77.95;25.88
243;107210008;Profilo parete Dacciao INOV2A, per piastrella 8mm;1200;30;8;0;TP;pc;1;64.47;20.97
244;107210010;Profilo parete Dacciao INOV2A, per piastrella 10mm;1200;30;10;0;TP;pc;1;65.16;21.21
245;107210011;Profilo parete Dacciao INOV2A, per piastrella 11mm;1200;30;11;0;TP;pc;1;65.36;21.28
246;107210012;Profilo parete Dacciao INOV2A, per piastrella 12,5mm;1200;30;12.5;0;TP;pc;1;65.73;21.39
247;108230008;Profilo parete Dacciao INOV2A, per piastrella 8mm;1600;30;8;0;TP;pc;1;67.61;22.44
248;108230010;Profilo parete Dacciao INOV2A, per piastrella 10mm;1600;30;10;0;TP;pc;1;68.29;22.68
249;108230011;Profilo parete Dacciao INOV2A, per piastrella 11mm;1600;30;11;0;TP;pc;1;68.46;22.73
250;108230012;Profilo parete Dacciao INOV2A, per piastrella 12,5mm;1600;30;12.5;0;TP;pc;1;68.85;22.86
251;108250008;Profilo parete Dacciao INOV2A, per piastrella 8mm;1800;30;8;0;TP;pc;1;76.57;25.41
252;108250010;Profilo parete Dacciao INOV2A, per piastrella 10mm;1800;30;10;0;TP;pc;1;77.35;25.69
253;108250011;Profilo parete Dacciao INOV2A, per piastrella 11mm;1800;30;11;0;TP;pc;1;77.63;25.78
254;108250012;Profilo parete Dacciao INOV2A, per piastrella 12,5mm;1800;30;12.5;0;TP;pc;1;77.95;25.88
255;107300001;Profilo Terminale;1000;21;0;0;TP;pc;1;52.72;21.39
256;108100001;Profilo terminale  ;1200;21;0;0;TP;pc;1;60.99;25.24
257;106100008;Profilo pavimento Sacciao INOV2A, per piastrella 8mm per Riolito;1200;30;8;0;TP;pc;1;71.45;24.01
258;106100010;Profilo pavimento Sacciao INOV2A, per piastrella 10mm per Riolito;1200;30;10;0;TP;pc;1;72.19;24.25
259;106100011;Profilo pavimento Sacciao INOV2A, per piastrella 11mm per Riolito;1200;30;11;0;TP;pc;1;72.44;24.33
260;106100012;Profilo pavimento Sacciao INOV2A, per piastrella 12,5mm per Riolito;1200;30;12.5;0;TP;pc;1;72.79;24.44
261;106300008;Profilo pavimento Sacciao INOV2A, per piastrella 8mm per Riolito;1600;30;8;0;TP;pc;1;74.47;24.72
262;106300010;Profilo pavimento Sacciao INOV2A, per piastrella 10mm per Riolito;1600;30;10;0;TP;pc;1;75.17;24.96
263;106300011;Profilo pavimento Sacciao INOV2A, per piastrella 11mm per Riolito;1600;30;11;0;TP;pc;1;75.56;25.09
264;106300012;Profilo pavimento Sacciao INOV2A, per piastrella 12,5mm per Riolito;1600;30;12.5;0;TP;pc;1;75.78;25.15
265;106500008;Profilo pavimento Sacciao INOV2A, per piastrella 8mm per Riolito;1800;30;8;0;TP;pc;1;85.02;28.22
266;106500010;Profilo pavimento Sacciao INOV2A, per piastrella 10mm per Riolito;1800;30;10;0;TP;pc;1;85.74;28.47
267;106500011;Profilo pavimento Sacciao INOV2A, per piastrella 11mm per Riolito;1800;30;11;0;TP;pc;1;86.01;28.56
268;106500012;Profilo pavimento Sacciao INOV2A, per piastrella 12,5mm per Riolito;1800;30;12.5;0;TP;pc;1;86.45;28.69
269;106110008;Profilo pavimento Dacciao INOV2A, per piastrella 8mm per Riolito;1200;30;8;0;TP;pc;1;71.45;24.01
270;106110010;Profilo pavimento Dacciao INOV2A, per piastrella 10mm per Riolito;1200;30;10;0;TP;pc;1;72.19;24.25
271;106110011;Profilo pavimento Dacciao INOV2A, per piastrella 11mm per Riolito;1200;30;11;0;TP;pc;1;72.44;24.33
272;106110012;Profilo pavimento Dacciao INOV2A, per piastrella 12,5mm per Riolito;1200;30;12.5;0;TP;pc;1;72.79;24.44
273;106310008;Profilo pavimento Dacciao INOV2A, per piastrella 8mm per Riolito;1600;30;8;0;TP;pc;1;74.47;24.72
274;106310010;Profilo pavimento Dacciao INOV2A, per piastrella 10mm per Riolito;1600;30;10;0;TP;pc;1;75.17;24.96
275;106310011;Profilo pavimento Dacciao INOV2A, per piastrella 11mm per Riolito;1600;30;11;0;TP;pc;1;75.56;25.09
276;106310012;Profilo pavimento Dacciao INOV2A, per piastrella 12,5mm per Riolito;1600;30;12.5;0;TP;pc;1;75.78;25.15
277;106510008;Profilo pavimento Dacciao INOV2A, per piastrella 8mm per Riolito;1800;30;8;0;TP;pc;1;85.02;28.22
278;106510010;Profilo pavimento Dacciao INOV2A, per piastrella 10mm per Riolito;1800;30;10;0;TP;pc;1;85.74;28.47
279;106510011;Profilo pavimento Dacciao INOV2A, per piastrella 11mm per Riolito;1800;30;11;0;TP;pc;1;86.01;28.56
280;106510012;Profilo pavimento Dacciao INOV2A, per piastrella 12,5mm per Riolito;1800;30;12.5;0;TP;pc;1;86.45;28.69
281;106200008;Profilo parete Sacciao INOV2A, per piastrella 8mm per Riolito;1200;30;8;0;TP;pc;1;64.47;21.65
282;106200010;Profilo parete Sacciao INOV2A, per piastrella 10mm per Riolito;1200;30;10;0;TP;pc;1;65.16;21.89
283;106200011;Profilo parete Sacciao INOV2A, per piastrella 11mm per Riolito;1200;30;11;0;TP;pc;1;65.36;21.96
284;106200012;Profilo parete Sacciao INOV2A, per piastrella 12,5mm per Riolito;1200;30;12.5;0;TP;pc;1;65.73;22.08
285;106400008;Profilo parete Sacciao INOV2A, per piastrella 8mm per Riolito;1600;30;8;0;TP;pc;1;67.61;22.44
286;106400010;Profilo parete Sacciao INOV2A, per piastrella 10mm per Riolito;1600;30;10;0;TP;pc;1;68.29;22.68
287;106400011;Profilo parete Sacciao INOV2A, per piastrella 11mm per Riolito;1600;30;11;0;TP;pc;1;68.46;22.73
288;106400012;Profilo parete Sacciao INOV2A, per piastrella 12,5mm per Riolito;1600;30;12.5;0;TP;pc;1;68.85;22.86
289;106600008;Profilo parete Sacciao INOV2A, per piastrella 8mm per Riolito;1800;30;8;0;TP;pc;1;76.57;25.41
290;106600010;Profilo parete Sacciao INOV2A, per piastrella 10mm per Riolito;1800;30;10;0;TP;pc;1;77.35;25.69
291;106600011;Profilo parete Sacciao INOV2A, per piastrella 11mm per Riolito;1800;30;11;0;TP;pc;1;77.63;25.78
292;106600012;Profilo parete Sacciao INOV2A, per piastrella 12,5mm per Riolito;1800;30;12.5;0;TP;pc;1;77.95;25.88
293;106210008;Profilo parete Dacciao INOV2A, per piastrella 8mm per Riolito;1200;30;8;0;TP;pc;1;64.47;21.66
294;106210010;Profilo parete Dacciao INOV2A, per piastrella 10mm per Riolito;1200;30;10;0;TP;pc;1;65.16;21.89
295;106210011;Profilo parete Dacciao INOV2A, per piastrella 11mm per Riolito;1200;30;11;0;TP;pc;1;65.36;21.96
296;106210012;Profilo parete Dacciao INOV2A, per piastrella 12,5mm per Riolito;1200;30;12.5;0;TP;pc;1;65.73;22.08
297;106410008;Profilo parete Dacciao INOV2A, per piastrella 8mm per Riolito;1600;30;8;0;TP;pc;1;67.61;22.44
298;106410010;Profilo parete Dacciao INOV2A, per piastrella 10mm per Riolito;1600;30;10;0;TP;pc;1;68.29;22.68
299;106410011;Profilo parete Dacciao INOV2A, per piastrella 11mm per Riolito;1600;30;11;0;TP;pc;1;68.46;22.73
300;106410012;Profilo parete Dacciao INOV2A, per piastrella 12,5mm per Riolito;1600;30;12.5;0;TP;pc;1;68.85;22.86
301;106610008;Profilo parete Dacciao INOV2A, per piastrella 8mm per Riolito;1800;30;8;0;TP;pc;1;76.57;25.41
302;106610010;Profilo parete Dacciao INOV2A, per piastrella 10mm per Riolito;1800;30;10;0;TP;pc;1;77.35;25.69
303;106610011;Profilo parete Dacciao INOV2A, per piastrella 11mm per Riolito;1800;30;11;0;TP;pc;1;77.63;25.78
304;106610012;Profilo parete Dacciao INOV2A, per piastrella 12,5mm per Riolito;1800;30;12.5;0;TP;pc;1;77.95;25.88
305;072042000;wedi TOP parete, grigio;2500;900;0;0;TR;pc;1;469;150.86
306;072042001;wedi TOP parete, grigio;2500;1200;0;0;TR;pc;1;569;184.46
307;072042100;wedi TOP parete, carbon nero;2500;900;0;0;TR;pc;1;469;150.86
308;072042101;wedi TOP parete, carbon nero;2500;1200;0;0;TR;pc;1;569;184.46
309;076447020;Sanoasa panca 1, elemento terminale dritto, seduta con inclinazione in avanti;900;380;0;0;D;pc;1;374.03;121.2
310;076447021;Sanoasa panca 1, elemento terminale dritto, seduta con inclinazione in avanti;1200;380;0;0;D;pc;1;440.23;142.66
311;076447022;Sanoasa  panca 2, elemento terminale obliquo, seduta con inclinazione in avanti;900;380;0;0;D;pc;1;374.03;121.2
312;076447023;Sanoasa  panca 2, elemento terminale obliquo, seduta con inclinazione in avanti;1200;380;0;0;D;pc;1;440.23;142.66
313;076447024;Sanoasa  panca 3, elemento terminale stondato, seduta con inclinazione in avanti;900;380;0;0;D;pc;1;374.03;121.2
314;076447025;Sanoasa  panca 3, elemento terminale stondato, seduta con inclinazione in avanti;1200;380;0;0;D;pc;1;440.23;142.66
315;076447041;Sanoasa Panca 4, autoportante, 3 lati;1200;380;80;0;D;pc;1;257.26;83.36
316;073784302;Sanoasa seduta ad angolo, misura M;600;300;100;0;D;pc;1;109.24;34.7
317;073784402;Sanoasa seduta ad angolo, misura L;800;400;100;0;D;pc;1;142.34;45.22
318;076447015;Sanoasa Comoda, seduta con inclinazione in avanti ;1000;0;0;0;D;m;1;508.13;164.67
319;076438000;Sanoasa Comoda, seduta con inclinazione in avanti ;2000;0;0;0;D;m;1;493.34;159.86
320;076437000;Sanoasa Comoda, supporto per seduta, frontale dritto;1000;0;0;0;D;m;1;110.18;35.71
321;076437500;Sanoasa Comoda, supporto per seduta, frontale rotondo;1000;0;0;0;D;m;1;197.81;64.11
322;076447004;Sanoasa Comoda, seduta angolare a 90° inclinazione avanti, passaggio dritto ;650;650;620;0;D;pc;1;662.31;210.4
323;076447000;Sanoasa Comoda, seduta angolare a 90° inclinazione avanti, passaggio stondato;850;850;620;0;D;pc;1;867.76;275.68
324;076447005;Sanoasa Comoda, supporto per seduta a 90°, frontale dritto ;650;650;250;0;D;pc;1;282.46;89.73
325;076447001;Sanoasa Comoda, supporto per seduta a 90°, frontale stondato;850;850;250;0;D;pc;1;409.81;130.2
326;076447011;Sanoasa Comoda, seduta terminale panca a sinistra R = 200 ;600;300;620;0;D;pc;1;430.82;136.85
327;076447008;Sanoasa Comoda, seduta terminale panca a sinistra R = 600 ;700;600;620;0;D;pc;1;611.27;194.19
328;076447012;Sanoasa Comoda, seduta terminale panca a destra R = 200 ;600;300;620;0;D;pc;1;430.82;136.85
329;076447009;Sanoasa Comoda, seduta terminale panca a destra R = 600 ;700;600;620;0;D;pc;1;611.27;194.19
330;076447013;Sanoasa Comoda linea, supporto elemento terminale, R = 200 ;500;200;250;0;D;pc;1;224.82;71.43
331;076447010;Sanoasa Comoda linea, supporto elemento terminale, R = 600 ;600;500;250;0;D;pc;1;247.74;78.72
332;076447014;Sanoasa Comoda & Comoda linea, bracciolo ;650;105;870;0;D;pc;1;369.46;117.37
333;076448015;Sanoasa Bellina, inclinazione avanti ;1000;0;0;0;D;m;1;350.17;113.48
334;076441000;Sanoasa Bellina, inclinazione avanti ;2000;0;0;0;D;m;1;339.97;110.17
335;076441500;Sanoasa Bellina, supporto, frontale dritto;1000;0;0;0;D;m;1;110.18;35.71
336;076441600;Sanoasa Bellina, supporto, frontale stondato ;1000;0;0;0;D;m;1;197.81;64.11
337;076448004;Sanoasa Bellina, seduta angolare a 90°, frontale dritto ;550;550;240;0;D;pc;1;414.22;131.59
338;076448000;Sanoasa Bellina, seduta angolare a 90°, frontale stondato;737;737;240;0;D;pc;1;477.43;151.67
